temperature,humidity,vibration,power_consumption,signal_strength,uptime_hours,sensor_failure
10.24333902469408,57.099320189384095,0.762788300217214,0.6840968153987079,-96.8779422389646,6722.2010476359155,1
28.913468635597965,76.54197529687266,0.6961914739772364,1.162054667560381,-30.425973515129684,7404.776152019449,0
20.301152222105042,50.657084263487754,3.1863226038459422,4.374986781520327,-89.28557881870736,7133.832227145106,1
26.896146951184324,69.11281319912362,0.879560155033583,1.0196057083858872,-83.43906985407054,7869.739917319347,0
34.107950969587826,50.90255928601263,1.920974423699195,2.8390894353750804,-30.67161387401147,6252.246634271365,0
11.25751399510207,30.348819577099015,0.8798716167705101,1.0548524824719834,-63.57051658150398,8669.78131172708,0
6.589511120081035,62.56191697138071,3.0815949447023137,4.585000037905682,-49.97688556740151,7279.136953326301,1
1.1159577398011749,78.89116742144938,0.028498828678543024,1.491792295976928,-38.86097676382637,8561.936843835783,0
48.84502949475237,65.259306542449,0.9314759409121027,4.45145828668603,-38.41175218629892,3104.2714373572253,0
18.712053118768445,33.92040733023387,4.800932228643084,2.9057058461719665,-59.357020387265926,3801.348175794633,0
37.68511431820303,34.90736707922814,1.4108601226300477,2.6457323797494547,-52.19631562408636,6596.570066832597,0
23.54366937159397,76.26023347953391,3.857473794356376,1.246417570129613,-43.998771396685925,5687.916513985832,0
28.37710949179305,76.98404749523564,4.256356311903369,3.1725199307578142,-53.00491600611835,6808.798716918537,0
66.81566964033607,35.1743272914366,1.9145542898778356,1.769839484931211,-52.70695049730384,8528.468585008506,1
19.01138312746151,67.29712902615334,0.8214287884401389,3.923689739400182,-96.2947816984006,6007.476497257533,1
21.614740170923096,78.19646122826836,2.087182618297837,2.9581343825148063,-77.50636751834261,6699.0504856669795,0
24.07253736426716,25.464835978051507,0.04918712989544639,0.5613264449713167,-84.95062763402738,3579.631253596058,0
18.34450273245612,69.5046016462982,0.9760052593755427,3.4766654453929036,-69.77204890397444,1620.1613302268668,0
38.49876604759854,38.44164616685974,1.5256072883377156,1.646237061673638,-94.04203183741025,6322.368377229776,1
14.032994317286706,44.358619289845336,0.8904912110203893,0.799929054098244,-40.20796688950252,5339.843817123967,0
-12.911854519275607,70.54556922463914,5.400890317745805,1.7959396313449782,-36.594363084137626,5257.760507893958,1
34.69928813661215,45.049685212915136,0.21209537301861145,1.6090587183068383,-86.98935638924968,4497.442606924053,1
18.040258164439862,77.88544673164988,2.293170915513585,4.9236655404095835,-88.22380341345928,6657.730875854588,1
